pair,block,field,different,review,chromeRepeatEqual,mimicRepeatEqual
2,21,uwPn4,False,equal,True,True
2,22,DdIVt1,True,localized,True,True
2,22,IEyJ3,False,equal,True,True
2,22,RPKTR7,False,environment,True,True
2,22,TPpkV4,True,timing,False,False
2,22,Vtvy6,True,timing,False,False
2,22,hCfV6,True,timing,False,True
2,22,oYbOZ3,False,equal,True,True
2,22,pafm1,False,equal,True,True
2,22,pobRy9,False,equal,True,True
2,22,quDo6,False,equal,True,True
2,22,uUOw3,True,localized,False,True
2,22,uqId5,False,equal,True,True
2,22,uwPn4,False,equal,True,True
2,22,uxzT2,False,equal,True,True
2,23,IEyJ3,False,equal,True,True
2,23,Jgizl7,False,equal,True,True
2,23,KSif2,False,equal,True,True
2,23,TPpkV4,True,timing,False,False
2,23,Vtvy6,True,timing,False,False
2,23,XOSK1,False,equal,True,True
2,23,dElcW5,False,equal,True,True
2,23,hCfV6,True,timing,True,False
2,23,hmNcg8,False,equal,True,True
2,23,oYbOZ3,False,equal,True,True
2,23,pafm1,False,equal,True,True
2,23,quDo6,False,equal,True,True
2,23,rOwDb0,False,equal,True,True
2,23,sKMUH1,False,equal,True,True
2,23,tJPX4,False,equal,True,True
2,23,uqId5,False,equal,True,True
2,23,uwPn4,False,equal,True,True
2,24,IEyJ3,False,equal,True,True
2,24,NqNdG3,False,equal,True,True
2,24,TPpkV4,True,timing,False,False
2,24,VDgh4,False,equal,True,True
2,24,VPhNg5,False,equal,True,True
2,24,Vhmq4,False,equal,True,True
2,24,Vtvy6,True,timing,False,False
2,24,YMIqX5,False,equal,True,True
2,24,hCfV6,True,timing,True,False
2,24,oYbOZ3,False,equal,True,True
2,24,pafm1,False,equal,True,True
2,24,quDo6,False,equal,True,True
2,24,uqId5,False,equal,True,True
2,24,uwPn4,False,equal,True,True
2,25,FigOh5,False,equal,True,True
2,25,IEyJ3,False,equal,True,True
2,25,TPpkV4,True,timing,False,False
2,25,Vtvy6,True,timing,False,False
2,25,YqJb8,False,equal,True,True
2,25,hCfV6,True,timing,True,True
2,25,oYbOZ3,False,equal,True,True
2,25,pafm1,False,equal,True,True
2,25,quDo6,False,equal,True,True
2,25,rcGfk6,False,equal,True,True
2,25,uqId5,False,equal,True,True
2,25,uwPn4,False,equal,True,True
2,25,uyQdN2,False,equal,True,True
2,26,IEyJ3,False,equal,True,True
2,26,TPpkV4,True,timing,False,False
2,26,Vtvy6,True,timing,False,False
2,26,gPOK0,False,equal,True,True
2,26,hCfV6,True,timing,False,True
2,26,oYbOZ3,False,equal,True,True
2,26,pafm1,False,equal,True,True
2,26,quDo6,False,equal,True,True
2,26,uqId5,False,equal,True,True
2,26,uwPn4,False,equal,True,True
2,27,HPcn5,True,localized-aggregate,True,True
2,27,IEyJ3,False,equal,True,True
2,27,TPpkV4,True,timing,False,False
2,27,Vtvy6,True,timing,False,False
2,27,hCfV6,True,timing,False,False
2,27,oYbOZ3,False,equal,True,True
2,27,pafm1,False,equal,True,True
2,27,quDo6,False,equal,True,True
2,27,uqId5,False,equal,True,True
2,27,uwPn4,False,equal,True,True
2,28,IEyJ3,False,equal,True,True
2,28,SbVZ3,False,localized,True,True
2,28,TPpkV4,True,timing,False,False
2,28,Vtvy6,True,timing,False,False
2,28,hCfV6,True,timing,False,False
2,28,oYbOZ3,False,equal,True,True
2,28,pafm1,False,equal,True,True
2,28,quDo6,False,equal,True,True
2,28,uqId5,False,equal,True,True
2,28,uwPn4,False,equal,True,True
2,29,Aqcaj8,True,localized-aggregate,True,True
2,29,Bdwsn5,False,equal,True,True
2,29,HDEX5,True,localized-aggregate,True,True
2,29,IEyJ3,False,equal,True,True
2,29,KnOhl5,True,environment-and-rtc,False,False
2,29,OUdb5,False,equal,True,True
2,29,TPpkV4,True,timing,False,False
2,29,Vtvy6,True,timing,False,False
2,29,XqEQ3,True,localized-aggregate,True,True
2,29,hCfV6,True,timing,False,False
2,29,lIEA1,True,timing,True,False
2,29,oYbOZ3,False,equal,True,True
2,29,pafm1,False,equal,True,True
2,29,quDo6,False,equal,True,True
2,29,uHNG9,True,environment-and-rtc,False,False
2,29,uZjT5,True,timing,True,False
2,29,uqId5,False,equal,True,True
2,29,uwPn4,False,equal,True,True
2,29,wiwY5,False,equal,True,True
2,29,xkNI3,True,localized,True,True
2,3,IEyJ3,False,equal,True,True
2,3,TPpkV4,True,timing,False,False
2,3,Vtvy6,True,timing,False,False
2,3,XCvwf5,True,localized,True,True
2,3,gsLi5,True,environment-and-enumeration,False,False
2,3,hCfV6,True,timing,False,False
2,3,oYbOZ3,False,equal,True,True
2,3,pafm1,False,equal,True,True
2,3,quDo6,False,equal,True,True
2,3,uqId5,False,equal,True,True
2,3,uwPn4,False,equal,True,True
2,30,IEyJ3,False,equal,True,True
2,30,TPpkV4,True,timing,False,False
2,30,Vtvy6,True,timing,False,False
2,30,Yyepi7,False,equal,True,True
2,30,hCfV6,True,timing,False,True
2,30,oYbOZ3,False,equal,True,True
2,30,pafm1,False,equal,True,True
2,30,quDo6,False,equal,True,True
2,30,uqId5,False,equal,True,True
2,30,uwPn4,False,equal,True,True
2,31,IEyJ3,False,equal,True,True
2,31,MlWrD5,False,localized,True,True
2,31,TPpkV4,True,timing,False,False
2,31,Vtvy6,True,timing,False,False
2,31,hCfV6,True,timing,False,False
2,31,oYbOZ3,False,equal,True,True
2,31,pafm1,False,equal,True,True
2,31,quDo6,False,equal,True,True
2,31,uqId5,False,equal,True,True
2,31,uwPn4,False,equal,True,True
2,32,AAxL9,False,equal,True,True
2,32,IEyJ3,False,equal,True,True
2,32,LxEyU6,False,equal,True,True
2,32,OOrDT8,False,equal,True,True
2,32,PlZqY9,False,equal,True,True
2,32,TPpkV4,True,timing,False,False
2,32,Vtvy6,True,timing,False,False
2,32,YyrOp5,False,equal,True,True
2,32,hCfV6,True,timing,False,False
2,32,kCmP9,False,equal,True,True
2,32,oYbOZ3,False,equal,True,True
2,32,ojBg5,False,equal,True,True
2,32,pafm1,False,equal,True,True
2,32,quDo6,False,equal,True,True
2,32,uqId5,False,equal,True,True
2,32,uwPn4,False,equal,True,True
2,32,xqDyu4,False,equal,True,True
2,33,BvrK3,False,equal,True,True
2,33,ERWz3,False,equal,True,True
2,33,FUfJ3,False,equal,True,True
2,33,HYFnv0,False,equal,True,True
2,33,IEyJ3,False,equal,True,True
2,33,OaTs4,False,equal,True,True
2,33,RlMmu2,True,environment,True,True
2,33,TPpkV4,True,timing,False,False
2,33,TWIqp9,False,equal,True,True
2,33,TjPV9,False,equal,True,True
2,33,VHsEp9,False,equal,True,True
2,33,VUqwH0,False,equal,True,True
2,33,Vtvy6,True,timing,False,False
2,33,VwLIk3,False,equal,True,True
2,33,cdcOZ6,False,equal,True,True
2,33,dKLgF4,False,equal,True,True
2,33,eowm7,False,equal,True,True
2,33,hCfV6,True,timing,True,False
2,33,hUKwd3,False,equal,True,True
2,33,kbBP0,False,equal,True,True
2,33,lgWCE7,True,localized-aggregate,True,True
2,33,oYbOZ3,False,equal,True,True
2,33,pTTI9,False,equal,True,True
2,33,pafm1,False,equal,True,True
2,33,quDo6,False,equal,True,True
2,33,sMsXF5,False,equal,True,True
2,33,tzchj0,False,equal,True,True
2,33,uqId5,False,equal,True,True
2,33,uwPn4,False,equal,True,True
2,33,wTQAz9,False,equal,True,True
2,33,xDith4,False,equal,True,True
2,33,zYNXA3,False,equal,True,True
2,34,IEyJ3,False,equal,True,True
2,34,TPpkV4,True,timing,False,False
2,34,Vtvy6,True,timing,False,False
2,34,hCfV6,True,timing,False,False
2,34,oYbOZ3,False,equal,True,True
2,34,pafm1,False,equal,True,True
2,34,quDo6,False,equal,True,True
2,34,uqId5,False,equal,True,True
2,34,uwPn4,False,equal,True,True
2,34,zTZk4,False,equal,True,True
2,35,IEyJ3,False,equal,True,True
2,35,TPpkV4,True,timing,False,False
2,35,Vtvy6,True,timing,False,False
2,35,hCfV6,False,timing,False,True
2,35,oYbOZ3,False,equal,True,True
2,35,pafm1,False,equal,True,True
2,35,quDo6,False,equal,True,True
2,35,uqId5,False,equal,True,True
2,35,uwPn4,False,equal,True,True
2,36,IEyJ3,False,equal,True,True
2,36,Pdbt7,True,localized-aggregate,False,False
2,36,TPpkV4,True,timing,False,False
2,36,Vtvy6,True,timing,False,False
2,36,hCfV6,True,timing,False,True
2,36,oYbOZ3,False,equal,True,True
2,36,pafm1,False,equal,True,True
2,36,quDo6,False,equal,True,True
2,36,uqId5,False,equal,True,True
2,36,uwPn4,False,equal,True,True
2,37,IEyJ3,False,equal,True,True
2,37,IHevN9,False,equal,True,True
2,37,OZtiD6,False,equal,True,True
2,37,TPpkV4,True,timing,False,False
2,37,Vtvy6,True,timing,False,False
2,37,cHIoX8,True,localized,True,True
2,37,hCfV6,True,timing,False,False
2,37,lnAQF6,False,equal,True,True
2,37,oYbOZ3,False,equal,True,True
2,37,pafm1,False,equal,True,True
2,37,ppMls5,True,localized,True,True
2,37,quDo6,False,equal,True,True
2,37,sJKQ6,False,equal,True,True
2,37,thhSb9,True,localized,True,True
2,37,uqId5,False,equal,True,True
2,37,uwPn4,False,equal,True,True
2,38,IEyJ3,False,equal,True,True
2,38,TPpkV4,True,timing,False,False
2,38,Vtvy6,True,timing,False,False
2,38,gPuVs8,True,stack-and-timing,False,False
2,38,hCfV6,True,timing,False,True
2,38,oYbOZ3,False,equal,True,True
2,38,pafm1,False,equal,True,True
2,38,quDo6,False,equal,True,True
2,38,uqId5,False,equal,True,True
2,38,uwPn4,False,equal,True,True
2,39,IEyJ3,False,equal,True,True
2,39,NNZHC4,True,localized,True,True
2,39,TPpkV4,True,timing,False,False
2,39,Vtvy6,True,timing,False,False
2,39,hCfV6,True,timing,False,False
2,39,oYbOZ3,False,equal,True,True
2,39,pafm1,False,equal,True,True
2,39,quDo6,False,equal,True,True
2,39,uqId5,False,equal,True,True
2,39,uwPn4,False,equal,True,True
2,4,IEyJ3,False,equal,True,True
2,4,NemHG8,False,equal,True,True
2,4,TPpkV4,True,timing,False,False
2,4,Vtvy6,True,timing,False,False
2,4,hCfV6,False,timing,False,True
2,4,jyDXx2,False,response-observation,True,True
2,4,oYbOZ3,False,equal,True,True
2,4,pafm1,False,equal,True,True
2,4,qIEN4,True,timing,False,False
2,4,quDo6,False,equal,True,True
2,4,uqId5,False,equal,True,True
2,4,uwPn4,False,equal,True,True
2,4,wFfX1,False,equal,True,True
2,5,IEyJ3,False,equal,True,True
2,5,TPpkV4,True,timing,False,False
2,5,Vtvy6,True,timing,False,False
2,5,hCfV6,True,timing,True,True
2,5,oYbOZ3,False,equal,True,True
2,5,pafm1,False,equal,True,True
2,5,quDo6,False,equal,True,True
2,5,tQcZu4,False,equal,True,True
2,5,uqId5,False,equal,True,True
2,5,uwPn4,False,equal,True,True
2,6,IEyJ3,False,equal,True,True
2,6,TPpkV4,True,timing,False,False
2,6,Vtvy6,True,timing,False,False
2,6,hCfV6,False,timing,False,False
2,6,oYbOZ3,False,equal,True,True
2,6,pafm1,False,equal,True,True
2,6,quDo6,False,equal,True,True
2,6,uqId5,False,equal,True,True
2,6,uwPn4,False,equal,True,True
2,7,CHhMr4,False,equal,True,True
2,7,IEyJ3,False,equal,True,True
2,7,IkNV1,False,equal,True,True
2,7,KMbmk7,False,equal,True,True
2,7,QVytX0,False,equal,True,True
2,7,RotPR2,False,equal,True,True
2,7,TPpkV4,True,timing,False,False
2,7,UKPt5,False,equal,True,True
2,7,VSuQ0,False,equal,True,True
2,7,Vtvy6,True,timing,False,False
2,7,WeWd3,False,equal,True,True
2,7,WlQtv9,False,equal,True,True
2,7,XLFE6,False,equal,True,True
2,7,dsKPy6,False,equal,True,True
2,7,hCfV6,True,timing,False,True
2,7,mryJv1,False,equal,True,True
2,7,ngAw1,False,equal,True,True
2,7,oYbOZ3,False,equal,True,True
2,7,pafm1,False,equal,True,True
2,7,quDo6,False,equal,True,True
2,7,siAtQ7,False,equal,True,True
2,7,tooe6,False,equal,True,True
2,7,uqId5,False,equal,True,True
2,7,uwPn4,False,equal,True,True
2,7,xVwa3,True,localized,True,True
2,8,IEyJ3,False,equal,True,True
2,8,IeOS2,False,equal,True,True
2,8,QMRF7,False,equal,True,True
2,8,TPpkV4,True,timing,False,False
2,8,Vtvy6,True,timing,False,False
2,8,hCfV6,True,timing,False,True
2,8,oYbOZ3,False,equal,True,True
2,8,pafm1,False,equal,True,True
2,8,quDo6,False,equal,True,True
2,8,uqId5,False,equal,True,True
2,8,uwPn4,False,equal,True,True
2,9,CYsxg7,True,environment,False,True
2,9,CoJas5,False,equal,True,True
2,9,DaNP8,False,equal,True,True
2,9,IEyJ3,False,equal,True,True
2,9,LfzX7,False,equal,True,True
2,9,TPpkV4,True,timing,False,False
2,9,Vtvy6,True,timing,False,False
2,9,axjt2,False,equal,True,True
2,9,hCfV6,False,timing,False,True
2,9,oYbOZ3,False,equal,True,True
2,9,pafm1,False,equal,True,True
2,9,quDo6,False,equal,True,True
2,9,uqId5,False,equal,True,True
2,9,uwPn4,False,equal,True,True
2,9,zYUn5,True,environment,True,True
2,,ATkuC2,False,equal,True,True
2,,BkYo5,False,equal,True,True
2,,Blsob5,True,variable-metadata-reviewed,False,True
2,,DxSb8,False,equal,True,True
2,,EBwu9,False,equal,True,True
2,,EXCAQ5,False,equal,True,True
2,,HEywW9,False,equal,True,True
2,,IPeXW2,False,equal,True,True
2,,JTefQ0,False,equal,True,True
2,,JWTz7,False,equal,True,True
2,,KDQCx4,False,unresolved-reviewed,True,True
2,,KXkx2,False,equal,True,True
2,,KsNEB8,False,equal,True,True
2,,LTkA3,False,equal,True,True
2,,NnqX6,True,variable-metadata-reviewed,False,False
2,,OqAoN4,False,equal,True,True
2,,OyFB3,False,equal,True,True
2,,PWGF4,True,stack-and-timing,False,True
2,,RJpH8,False,equal,True,True
2,,TfPFa9,False,equal,True,True
2,,TzZRB1,True,variable-metadata-reviewed,False,False
2,,Uheo3,False,equal,True,True
2,,VVRCk9,False,equal,True,True
2,,VnGsz1,False,equal,True,True
2,,WHTpH6,True,variable-metadata-reviewed,False,False
2,,WbdgY0,False,equal,True,True
2,,WqxKW9,False,equal,True,True
2,,Xqrgl6,False,equal,True,True
2,,ZMSOw0,True,variable-metadata-reviewed,False,False
2,,Ztwv3,False,equal,True,True
2,,aQgx8,False,equal,True,True
2,,dJYZ1,False,equal,True,True
2,,eBdb6,False,equal,True,True
2,,eaaP6,True,variable-metadata-reviewed,False,False
2,,gIBpo1,False,equal,True,True
2,,gdgSi6,False,equal,True,True
2,,jvYQh4,False,equal,True,True
2,,mFXVy7,False,equal,True,True
2,,mKiXm6,False,equal,True,True
2,,maNnU6,True,localized-aggregate,True,True
2,,myWtu3,True,variable-metadata-reviewed,False,False
2,,oPhMk5,False,equal,True,True
2,,oQJEH1,False,equal,True,True
2,,ooANP4,False,equal,True,True
2,,poqG1,True,variable-metadata-reviewed,True,False
2,,qAxn4,False,equal,True,True
2,,rPAC6,False,equal,True,True
2,,rPXg2,True,localized-aggregate,False,False
2,,rRSMV9,False,equal,True,True
2,,tQdUc5,False,equal,True,True
2,,tRta4,False,equal,True,True
2,,tZwbF3,True,variable-metadata-reviewed,False,False
2,,twvE0,True,variable-metadata-reviewed,False,False
2,,uGyjw9,True,variable-metadata-reviewed,False,True
2,,vHQxF7,False,equal,True,True
2,,vXDzj6,False,equal,True,True
2,,wOvYJ5,True,variable-metadata-reviewed,False,False
2,,wuMCA2,False,equal,True,True
2,,yAFE2,False,equal,True,True
2,,zVet4,False,equal,True,True
2,,zfniV9,False,equal,True,True
3,1,IEyJ3,False,equal,True,True
3,1,NaCW0,False,equal,True,True
3,1,TPpkV4,True,timing,False,False
3,1,Vtvy6,True,timing,False,False
3,1,WNdjp4,False,equal,True,True
3,1,hCfV6,True,timing,False,False
3,1,oYbOZ3,False,equal,True,True
3,1,pafm1,False,equal,True,True
3,1,quDo6,False,equal,True,True
3,1,saLC5,False,equal,True,True
3,1,uqId5,False,equal,True,True
3,1,uwPn4,False,equal,True,True
3,,ATkuC2,False,equal,True,True
3,,BkYo5,False,equal,True,True
3,,Blsob5,False,variable-metadata-reviewed,True,True
3,,DxSb8,False,equal,True,True
3,,EBwu9,False,equal,True,True
3,,EXCAQ5,False,equal,True,True
3,,HEywW9,False,equal,True,True
3,,IPeXW2,False,equal,True,True
3,,JTefQ0,False,equal,True,True
3,,JWTz7,False,equal,True,True
3,,KDQCx4,False,unresolved-reviewed,True,True
3,,KXkx2,False,equal,True,True
3,,KsNEB8,False,equal,True,True
3,,LTkA3,False,equal,True,True
3,,NnqX6,True,variable-metadata-reviewed,False,False
3,,OqAoN4,False,equal,True,True
3,,OyFB3,False,equal,True,True
3,,PWGF4,False,stack-and-timing,True,True
3,,RJpH8,False,equal,True,True
3,,TfPFa9,False,equal,True,True
3,,TzZRB1,True,variable-metadata-reviewed,True,True
3,,Uheo3,False,equal,True,True
3,,VVRCk9,False,equal,True,True
3,,VnGsz1,False,equal,True,True
3,,WHTpH6,False,variable-metadata-reviewed,True,True
3,,WbdgY0,False,equal,True,True
3,,WqxKW9,False,equal,True,True
3,,Xqrgl6,False,equal,True,True
3,,ZMSOw0,True,variable-metadata-reviewed,False,False
3,,Ztwv3,False,equal,True,True
3,,aQgx8,False,equal,True,True
3,,dJYZ1,False,equal,True,True
3,,eBdb6,False,equal,True,True
3,,eaaP6,False,variable-metadata-reviewed,True,True
3,,gIBpo1,False,equal,True,True
3,,gdgSi6,False,equal,True,True
3,,jvYQh4,False,equal,True,True
3,,mFXVy7,False,equal,True,True
3,,mKiXm6,False,equal,True,True
3,,maNnU6,True,localized-aggregate,False,False
